item_name,date,quantity_sold
Aspirin 325mg (N02BA),2014-03-03,2
Aspirin 325mg (N02BA),2014-03-04,7
Aspirin 325mg (N02BA),2014-03-05,3
Aspirin 325mg (N02BA),2014-03-06,6
Aspirin 325mg (N02BA),2014-03-07,10
Aspirin 325mg (N02BA),2014-03-08,1
Aspirin 325mg (N02BA),2014-03-09,4
Aspirin 325mg (N02BA),2014-03-10,4
Aspirin 325mg (N02BA),2014-03-11,7
Aspirin 325mg (N02BA),2014-03-12,6
Aspirin 325mg (N02BA),2014-03-13,5
Aspirin 325mg (N02BA),2014-03-14,1
Aspirin 325mg (N02BA),2014-03-15,11
Aspirin 325mg (N02BA),2014-03-16,1
Aspirin 325mg (N02BA),2014-03-17,7
Aspirin 325mg (N02BA),2014-03-18,5
Aspirin 325mg (N02BA),2014-03-19,4
Aspirin 325mg (N02BA),2014-03-20,2
Aspirin 325mg (N02BA),2014-03-21,4
Aspirin 325mg (N02BA),2014-03-23,4
Aspirin 325mg (N02BA),2014-03-24,4
Aspirin 325mg (N02BA),2014-03-25,9
Aspirin 325mg (N02BA),2014-03-26,9
Aspirin 325mg (N02BA),2014-03-27,2
Aspirin 325mg (N02BA),2014-03-28,8
Aspirin 325mg (N02BA),2014-03-29,4
Aspirin 325mg (N02BA),2014-03-31,4
Aspirin 325mg (N02BA),2014-04-01,6
Aspirin 325mg (N02BA),2014-04-02,9
Aspirin 325mg (N02BA),2014-04-03,3
Aspirin 325mg (N02BA),2014-04-04,3
Aspirin 325mg (N02BA),2014-04-05,10
Aspirin 325mg (N02BA),2014-04-06,1
Aspirin 325mg (N02BA),2014-04-07,6
Aspirin 325mg (N02BA),2014-04-08,2
Aspirin 325mg (N02BA),2014-04-09,1
Aspirin 325mg (N02BA),2014-04-10,1
Aspirin 325mg (N02BA),2014-04-11,3
Aspirin 325mg (N02BA),2014-04-12,6
Aspirin 325mg (N02BA),2014-04-13,2
Aspirin 325mg (N02BA),2014-04-14,5
Aspirin 325mg (N02BA),2014-04-15,6
Aspirin 325mg (N02BA),2014-04-16,4
Aspirin 325mg (N02BA),2014-04-17,7
Aspirin 325mg (N02BA),2014-04-18,8
Aspirin 325mg (N02BA),2014-04-19,4
Aspirin 325mg (N02BA),2014-04-21,2
Aspirin 325mg (N02BA),2014-04-22,3
Aspirin 325mg (N02BA),2014-04-23,3
Aspirin 325mg (N02BA),2014-04-24,1
Aspirin 325mg (N02BA),2014-04-25,5
Aspirin 325mg (N02BA),2014-04-26,6
Aspirin 325mg (N02BA),2014-04-27,2
Aspirin 325mg (N02BA),2014-04-28,3
Aspirin 325mg (N02BA),2014-04-29,4
Aspirin 325mg (N02BA),2014-04-30,7
Aspirin 325mg (N02BA),2014-05-02,6
Aspirin 325mg (N02BA),2014-05-03,2
Aspirin 325mg (N02BA),2014-05-04,1
Aspirin 325mg (N02BA),2014-05-05,5
Aspirin 325mg (N02BA),2014-05-06,4
Aspirin 325mg (N02BA),2014-05-07,3
Aspirin 325mg (N02BA),2014-05-08,3
Aspirin 325mg (N02BA),2014-05-09,4
Aspirin 325mg (N02BA),2014-05-10,9
Aspirin 325mg (N02BA),2014-05-11,1
Aspirin 325mg (N02BA),2014-05-12,9
Aspirin 325mg (N02BA),2014-05-13,6
Aspirin 325mg (N02BA),2014-05-14,6
Aspirin 325mg (N02BA),2014-05-15,3
Aspirin 325mg (N02BA),2014-05-16,3
Aspirin 325mg (N02BA),2014-05-17,3
Aspirin 325mg (N02BA),2014-05-18,5
Aspirin 325mg (N02BA),2014-05-19,6
Aspirin 325mg (N02BA),2014-05-20,7
Aspirin 325mg (N02BA),2014-05-21,10
Aspirin 325mg (N02BA),2014-05-22,1
Aspirin 325mg (N02BA),2014-05-23,4
Aspirin 325mg (N02BA),2014-05-24,5
Aspirin 325mg (N02BA),2014-05-25,1
Aspirin 325mg (N02BA),2014-05-26,7
Aspirin 325mg (N02BA),2014-05-27,5
Aspirin 325mg (N02BA),2014-05-28,1
Aspirin 325mg (N02BA),2014-05-29,6
Aspirin 325mg (N02BA),2014-05-30,2
Aspirin 325mg (N02BA),2014-05-31,2
Aspirin 325mg (N02BA),2014-06-01,1
Aspirin 325mg (N02BA),2014-06-02,10
Aspirin 325mg (N02BA),2014-06-03,2
Aspirin 325mg (N02BA),2014-06-04,4
Aspirin 325mg (N02BA),2014-06-05,4
Aspirin 325mg (N02BA),2014-06-06,3
Aspirin 325mg (N02BA),2014-06-07,8
Aspirin 325mg (N02BA),2014-06-08,3
Aspirin 325mg (N02BA),2014-06-09,5
Aspirin 325mg (N02BA),2014-06-10,4
Aspirin 325mg (N02BA),2014-06-11,2
Aspirin 325mg (N02BA),2014-06-12,1
Aspirin 325mg (N02BA),2014-06-13,5
Aspirin 325mg (N02BA),2014-06-14,6
Aspirin 325mg (N02BA),2014-06-16,7
Aspirin 325mg (N02BA),2014-06-17,4
Aspirin 325mg (N02BA),2014-06-18,5
Aspirin 325mg (N02BA),2014-06-19,1
Aspirin 325mg (N02BA),2014-06-20,3
Aspirin 325mg (N02BA),2014-06-21,2
Aspirin 325mg (N02BA),2014-06-22,4
Aspirin 325mg (N02BA),2014-06-23,3
Aspirin 325mg (N02BA),2014-06-24,4
Aspirin 325mg (N02BA),2014-06-25,7
Aspirin 325mg (N02BA),2014-06-26,11
Aspirin 325mg (N02BA),2014-06-27,6
Aspirin 325mg (N02BA),2014-06-28,5
Aspirin 325mg (N02BA),2014-06-29,1
Aspirin 325mg (N02BA),2014-06-30,1
Aspirin 325mg (N02BA),2014-07-01,2
Aspirin 325mg (N02BA),2014-07-02,4
Aspirin 325mg (N02BA),2014-07-03,7
Aspirin 325mg (N02BA),2014-07-04,7
Aspirin 325mg (N02BA),2014-07-05,6
Aspirin 325mg (N02BA),2014-07-06,3
Aspirin 325mg (N02BA),2014-07-07,4
Aspirin 325mg (N02BA),2014-07-08,3
Aspirin 325mg (N02BA),2014-07-09,5
Aspirin 325mg (N02BA),2014-07-10,8
Aspirin 325mg (N02BA),2014-07-11,3
Aspirin 325mg (N02BA),2014-07-12,10
Aspirin 325mg (N02BA),2014-07-13,1
Aspirin 325mg (N02BA),2014-07-14,3
Aspirin 325mg (N02BA),2014-07-15,1
Aspirin 325mg (N02BA),2014-07-16,3
Aspirin 325mg (N02BA),2014-07-17,5
Aspirin 325mg (N02BA),2014-07-18,2
Aspirin 325mg (N02BA),2014-07-19,6
Aspirin 325mg (N02BA),2014-07-20,1
Aspirin 325mg (N02BA),2014-07-21,8
Aspirin 325mg (N02BA),2014-07-22,3
Aspirin 325mg (N02BA),2014-07-23,2
Aspirin 325mg (N02BA),2014-07-24,4
Aspirin 325mg (N02BA),2014-07-25,8
Aspirin 325mg (N02BA),2014-07-26,6
Aspirin 325mg (N02BA),2014-07-27,2
Aspirin 325mg (N02BA),2014-07-28,2
Aspirin 325mg (N02BA),2014-07-29,1
Aspirin 325mg (N02BA),2014-07-30,5
Aspirin 325mg (N02BA),2014-07-31,4
Aspirin 325mg (N02BA),2014-08-01,2
Aspirin 325mg (N02BA),2014-08-02,6
Aspirin 325mg (N02BA),2014-08-03,3
Aspirin 325mg (N02BA),2014-08-04,6
Aspirin 325mg (N02BA),2014-08-05,3
Aspirin 325mg (N02BA),2014-08-06,1
Aspirin 325mg (N02BA),2014-08-07,3
Aspirin 325mg (N02BA),2014-08-08,5
Aspirin 325mg (N02BA),2014-08-09,6
Aspirin 325mg (N02BA),2014-08-10,4
Aspirin 325mg (N02BA),2014-08-11,9
Aspirin 325mg (N02BA),2014-08-12,4
Aspirin 325mg (N02BA),2014-08-13,1
Aspirin 325mg (N02BA),2014-08-14,6
Aspirin 325mg (N02BA),2014-08-15,7
Aspirin 325mg (N02BA),2014-08-16,5
Aspirin 325mg (N02BA),2014-08-17,2
Aspirin 325mg (N02BA),2014-08-18,3
Aspirin 325mg (N02BA),2014-08-19,5
Aspirin 325mg (N02BA),2014-08-20,1
Aspirin 325mg (N02BA),2014-08-21,2
Aspirin 325mg (N02BA),2014-08-22,5
Aspirin 325mg (N02BA),2014-08-23,1
Aspirin 325mg (N02BA),2014-08-24,3
Aspirin 325mg (N02BA),2014-08-25,3
Aspirin 325mg (N02BA),2014-08-26,3
Aspirin 325mg (N02BA),2014-08-27,4
Aspirin 325mg (N02BA),2014-08-28,6
Aspirin 325mg (N02BA),2014-08-29,5
Aspirin 325mg (N02BA),2014-08-30,7
Aspirin 325mg (N02BA),2014-08-31,1
Aspirin 325mg (N02BA),2014-09-01,1
Aspirin 325mg (N02BA),2014-09-02,5
Aspirin 325mg (N02BA),2014-09-03,4
Aspirin 325mg (N02BA),2014-09-04,3
Aspirin 325mg (N02BA),2014-09-05,3
Aspirin 325mg (N02BA),2014-09-06,2
Aspirin 325mg (N02BA),2014-09-07,5
Aspirin 325mg (N02BA),2014-09-08,4
Aspirin 325mg (N02BA),2014-09-09,4
Aspirin 325mg (N02BA),2014-09-10,4
Aspirin 325mg (N02BA),2014-09-11,4
Aspirin 325mg (N02BA),2014-09-12,1
Aspirin 325mg (N02BA),2014-09-13,4
Aspirin 325mg (N02BA),2014-09-14,2
Aspirin 325mg (N02BA),2014-09-15,5
Aspirin 325mg (N02BA),2014-09-17,4
Aspirin 325mg (N02BA),2014-09-18,1
Aspirin 325mg (N02BA),2014-09-19,8
Aspirin 325mg (N02BA),2014-09-20,4
Aspirin 325mg (N02BA),2014-09-21,6
Aspirin 325mg (N02BA),2014-09-22,6
Aspirin 325mg (N02BA),2014-09-23,6
Aspirin 325mg (N02BA),2014-09-24,1
Aspirin 325mg (N02BA),2014-09-25,8
Aspirin 325mg (N02BA),2014-09-26,4
Aspirin 325mg (N02BA),2014-09-27,6
Aspirin 325mg (N02BA),2014-09-28,1
Aspirin 325mg (N02BA),2014-09-29,2
Aspirin 325mg (N02BA),2014-09-30,4
Aspirin 325mg (N02BA),2014-10-01,2
Aspirin 325mg (N02BA),2014-10-02,5
Aspirin 325mg (N02BA),2014-10-03,6
Aspirin 325mg (N02BA),2014-10-04,8
Aspirin 325mg (N02BA),2014-10-05,3
Aspirin 325mg (N02BA),2014-10-06,2
Aspirin 325mg (N02BA),2014-10-07,2
Aspirin 325mg (N02BA),2014-10-08,7
Aspirin 325mg (N02BA),2014-10-09,6
Aspirin 325mg (N02BA),2014-10-10,9
Aspirin 325mg (N02BA),2014-10-11,5
Aspirin 325mg (N02BA),2014-10-12,2
Aspirin 325mg (N02BA),2014-10-13,6
Aspirin 325mg (N02BA),2014-10-14,5
Aspirin 325mg (N02BA),2014-10-15,4
Aspirin 325mg (N02BA),2014-10-16,3
Aspirin 325mg (N02BA),2014-10-17,3
Aspirin 325mg (N02BA),2014-10-18,6
Aspirin 325mg (N02BA),2014-10-19,2
Aspirin 325mg (N02BA),2014-10-20,7
Aspirin 325mg (N02BA),2014-10-21,6
Aspirin 325mg (N02BA),2014-10-22,3
Aspirin 325mg (N02BA),2014-10-24,6
Aspirin 325mg (N02BA),2014-10-25,1
Aspirin 325mg (N02BA),2014-10-26,2
Aspirin 325mg (N02BA),2014-10-27,4
Aspirin 325mg (N02BA),2014-10-28,10
Aspirin 325mg (N02BA),2014-10-29,7
Aspirin 325mg (N02BA),2014-10-30,5
Aspirin 325mg (N02BA),2014-10-31,4
Aspirin 325mg (N02BA),2014-11-01,4
Aspirin 325mg (N02BA),2014-11-02,1
Aspirin 325mg (N02BA),2014-11-03,1
Aspirin 325mg (N02BA),2014-11-04,5
Aspirin 325mg (N02BA),2014-11-05,4
Aspirin 325mg (N02BA),2014-11-06,5
Aspirin 325mg (N02BA),2014-11-07,6
Aspirin 325mg (N02BA),2014-11-08,6
Aspirin 325mg (N02BA),2014-11-09,3
Aspirin 325mg (N02BA),2014-11-10,3
Aspirin 325mg (N02BA),2014-11-11,2
Aspirin 325mg (N02BA),2014-11-12,4
Aspirin 325mg (N02BA),2014-11-13,5
Aspirin 325mg (N02BA),2014-11-14,6
Aspirin 325mg (N02BA),2014-11-15,5
Aspirin 325mg (N02BA),2014-11-16,6
Aspirin 325mg (N02BA),2014-11-17,6
Aspirin 325mg (N02BA),2014-11-18,5
Aspirin 325mg (N02BA),2014-11-19,10
Aspirin 325mg (N02BA),2014-11-20,5
Aspirin 325mg (N02BA),2014-11-21,3
Aspirin 325mg (N02BA),2014-11-22,3
Aspirin 325mg (N02BA),2014-11-23,6
Aspirin 325mg (N02BA),2014-11-24,6
Aspirin 325mg (N02BA),2014-11-25,2
Aspirin 325mg (N02BA),2014-11-26,6
Aspirin 325mg (N02BA),2014-11-27,2
Aspirin 325mg (N02BA),2014-11-28,15
Aspirin 325mg (N02BA),2014-11-29,3
Aspirin 325mg (N02BA),2014-11-30,5
Aspirin 325mg (N02BA),2014-12-02,4
Aspirin 325mg (N02BA),2014-12-03,5
Aspirin 325mg (N02BA),2014-12-04,4
Aspirin 325mg (N02BA),2014-12-05,1
Aspirin 325mg (N02BA),2014-12-06,1
Aspirin 325mg (N02BA),2014-12-07,4
Aspirin 325mg (N02BA),2014-12-08,2
Aspirin 325mg (N02BA),2014-12-09,7
Aspirin 325mg (N02BA),2014-12-10,2
Aspirin 325mg (N02BA),2014-12-11,7
Aspirin 325mg (N02BA),2014-12-12,6
Aspirin 325mg (N02BA),2014-12-13,2
Aspirin 325mg (N02BA),2014-12-14,4
Aspirin 325mg (N02BA),2014-12-15,8
Aspirin 325mg (N02BA),2014-12-16,6
Aspirin 325mg (N02BA),2014-12-17,4
Aspirin 325mg (N02BA),2014-12-18,3
Aspirin 325mg (N02BA),2014-12-20,2
Aspirin 325mg (N02BA),2014-12-21,2
Aspirin 325mg (N02BA),2014-12-22,2
Aspirin 325mg (N02BA),2014-12-23,5
Aspirin 325mg (N02BA),2014-12-24,1
Aspirin 325mg (N02BA),2014-12-25,10
Aspirin 325mg (N02BA),2014-12-26,3
Aspirin 325mg (N02BA),2014-12-27,4
Aspirin 325mg (N02BA),2014-12-28,3
Aspirin 325mg (N02BA),2014-12-29,4
Aspirin 325mg (N02BA),2014-12-30,4
Aspirin 325mg (N02BA),2014-12-31,2
Aspirin 325mg (N02BA),2015-01-02,5
Aspirin 325mg (N02BA),2015-01-03,6
Aspirin 325mg (N02BA),2015-01-04,4
Aspirin 325mg (N02BA),2015-01-05,1
Aspirin 325mg (N02BA),2015-01-06,7
Aspirin 325mg (N02BA),2015-01-08,1
Aspirin 325mg (N02BA),2015-01-09,9
Aspirin 325mg (N02BA),2015-01-10,7
Aspirin 325mg (N02BA),2015-01-11,7
Aspirin 325mg (N02BA),2015-01-12,8
Aspirin 325mg (N02BA),2015-01-13,10
Aspirin 325mg (N02BA),2015-01-14,5
Aspirin 325mg (N02BA),2015-01-15,1
Aspirin 325mg (N02BA),2015-01-16,4
Aspirin 325mg (N02BA),2015-01-17,7
Aspirin 325mg (N02BA),2015-01-18,4
Aspirin 325mg (N02BA),2015-01-19,1
Aspirin 325mg (N02BA),2015-01-20,6
Aspirin 325mg (N02BA),2015-01-21,2
Aspirin 325mg (N02BA),2015-01-22,4
Aspirin 325mg (N02BA),2015-01-23,8
Aspirin 325mg (N02BA),2015-01-24,9
Aspirin 325mg (N02BA),2015-01-25,2
Aspirin 325mg (N02BA),2015-01-26,4
Aspirin 325mg (N02BA),2015-01-27,1
Aspirin 325mg (N02BA),2015-01-28,3
Aspirin 325mg (N02BA),2015-01-29,9
Aspirin 325mg (N02BA),2015-01-30,1
Aspirin 325mg (N02BA),2015-01-31,5
Aspirin 325mg (N02BA),2015-02-01,7
Aspirin 325mg (N02BA),2015-02-02,5
Aspirin 325mg (N02BA),2015-02-03,6
Aspirin 325mg (N02BA),2015-02-04,2
Aspirin 325mg (N02BA),2015-02-05,3
Aspirin 325mg (N02BA),2015-02-06,7
Aspirin 325mg (N02BA),2015-02-07,2
Aspirin 325mg (N02BA),2015-02-08,6
Aspirin 325mg (N02BA),2015-02-09,10
Aspirin 325mg (N02BA),2015-02-10,7
Aspirin 325mg (N02BA),2015-02-11,4
Aspirin 325mg (N02BA),2015-02-12,6
Aspirin 325mg (N02BA),2015-02-13,7
Aspirin 325mg (N02BA),2015-02-14,7
Aspirin 325mg (N02BA),2015-02-15,4
Aspirin 325mg (N02BA),2015-02-16,4
Aspirin 325mg (N02BA),2015-02-17,4
Aspirin 325mg (N02BA),2015-02-18,1
Aspirin 325mg (N02BA),2015-02-19,4
Aspirin 325mg (N02BA),2015-02-21,5
Aspirin 325mg (N02BA),2015-02-22,2
Aspirin 325mg (N02BA),2015-02-23,8
Aspirin 325mg (N02BA),2015-02-24,6
Aspirin 325mg (N02BA),2015-02-25,6
Aspirin 325mg (N02BA),2015-02-26,2
Aspirin 325mg (N02BA),2015-02-27,5
Aspirin 325mg (N02BA),2015-02-28,2
Aspirin 325mg (N02BA),2015-03-01,3
Aspirin 325mg (N02BA),2015-03-02,4
Aspirin 325mg (N02BA),2015-03-03,4
Aspirin 325mg (N02BA),2015-03-04,3
Aspirin 325mg (N02BA),2015-03-05,3
Aspirin 325mg (N02BA),2015-03-06,6
Aspirin 325mg (N02BA),2015-03-07,1
Aspirin 325mg (N02BA),2015-03-08,2
Aspirin 325mg (N02BA),2015-03-09,5
Aspirin 325mg (N02BA),2015-03-10,5
Aspirin 325mg (N02BA),2015-03-11,3
Aspirin 325mg (N02BA),2015-03-12,6
Aspirin 325mg (N02BA),2015-03-13,7
Aspirin 325mg (N02BA),2015-03-14,4
Aspirin 325mg (N02BA),2015-03-15,3
Aspirin 325mg (N02BA),2015-03-16,5
Aspirin 325mg (N02BA),2015-03-17,5
Aspirin 325mg (N02BA),2015-03-18,5
Aspirin 325mg (N02BA),2015-03-19,2
Aspirin 325mg (N02BA),2015-03-20,3
Aspirin 325mg (N02BA),2015-03-21,3
Aspirin 325mg (N02BA),2015-03-22,2
Aspirin 325mg (N02BA),2015-03-23,7
Aspirin 325mg (N02BA),2015-03-24,5
Aspirin 325mg (N02BA),2015-03-25,6
Aspirin 325mg (N02BA),2015-03-26,3
Aspirin 325mg (N02BA),2015-03-27,2
Aspirin 325mg (N02BA),2015-03-28,3
Aspirin 325mg (N02BA),2015-03-29,2
Aspirin 325mg (N02BA),2015-03-30,10
Aspirin 325mg (N02BA),2015-03-31,11
Aspirin 325mg (N02BA),2015-04-01,1
Aspirin 325mg (N02BA),2015-04-02,5
Aspirin 325mg (N02BA),2015-04-03,4
Aspirin 325mg (N02BA),2015-04-04,6
Aspirin 325mg (N02BA),2015-04-05,4
Aspirin 325mg (N02BA),2015-04-06,5
Aspirin 325mg (N02BA),2015-04-07,7
Aspirin 325mg (N02BA),2015-04-08,3
Aspirin 325mg (N02BA),2015-04-09,8
Aspirin 325mg (N02BA),2015-04-10,4
Aspirin 325mg (N02BA),2015-04-11,3
Aspirin 325mg (N02BA),2015-04-13,7
Aspirin 325mg (N02BA),2015-04-14,7
Aspirin 325mg (N02BA),2015-04-15,3
Aspirin 325mg (N02BA),2015-04-16,7
Aspirin 325mg (N02BA),2015-04-17,3
Aspirin 325mg (N02BA),2015-04-18,1
Aspirin 325mg (N02BA),2015-04-19,4
Aspirin 325mg (N02BA),2015-04-20,4
Aspirin 325mg (N02BA),2015-04-21,2
Aspirin 325mg (N02BA),2015-04-22,3
Aspirin 325mg (N02BA),2015-04-23,1
Aspirin 325mg (N02BA),2015-04-24,4
Aspirin 325mg (N02BA),2015-04-25,8
Aspirin 325mg (N02BA),2015-04-26,3
Aspirin 325mg (N02BA),2015-04-27,4
Aspirin 325mg (N02BA),2015-04-28,3
Aspirin 325mg (N02BA),2015-04-29,4
Aspirin 325mg (N02BA),2015-04-30,3
Aspirin 325mg (N02BA),2015-05-01,5
Aspirin 325mg (N02BA),2015-05-02,3
Aspirin 325mg (N02BA),2015-05-03,2
Aspirin 325mg (N02BA),2015-05-04,9
Aspirin 325mg (N02BA),2015-05-05,2
Aspirin 325mg (N02BA),2015-05-06,2
Aspirin 325mg (N02BA),2015-05-07,2
Aspirin 325mg (N02BA),2015-05-08,5
Aspirin 325mg (N02BA),2015-05-09,7
Aspirin 325mg (N02BA),2015-05-10,4
Aspirin 325mg (N02BA),2015-05-11,6
Aspirin 325mg (N02BA),2015-05-12,8
Aspirin 325mg (N02BA),2015-05-13,9
Aspirin 325mg (N02BA),2015-05-14,3
Aspirin 325mg (N02BA),2015-05-15,4
Aspirin 325mg (N02BA),2015-05-16,4
Aspirin 325mg (N02BA),2015-05-17,5
Aspirin 325mg (N02BA),2015-05-18,5
Aspirin 325mg (N02BA),2015-05-19,3
Aspirin 325mg (N02BA),2015-05-20,2
Aspirin 325mg (N02BA),2015-05-21,3
Aspirin 325mg (N02BA),2015-05-22,2
Aspirin 325mg (N02BA),2015-05-23,5
Aspirin 325mg (N02BA),2015-05-24,3
Aspirin 325mg (N02BA),2015-05-25,4
Aspirin 325mg (N02BA),2015-05-26,4
Aspirin 325mg (N02BA),2015-05-27,2
Aspirin 325mg (N02BA),2015-05-28,7
Aspirin 325mg (N02BA),2015-05-29,3
Aspirin 325mg (N02BA),2015-05-30,6
Aspirin 325mg (N02BA),2015-05-31,6
Aspirin 325mg (N02BA),2015-06-01,2
Aspirin 325mg (N02BA),2015-06-02,8
Aspirin 325mg (N02BA),2015-06-03,5
Aspirin 325mg (N02BA),2015-06-04,3
Aspirin 325mg (N02BA),2015-06-05,5
Aspirin 325mg (N02BA),2015-06-06,2
Aspirin 325mg (N02BA),2015-06-07,2
Aspirin 325mg (N02BA),2015-06-08,2
Aspirin 325mg (N02BA),2015-06-09,4
Aspirin 325mg (N02BA),2015-06-10,8
Aspirin 325mg (N02BA),2015-06-11,5
Aspirin 325mg (N02BA),2015-06-12,2
Aspirin 325mg (N02BA),2015-06-13,7
Aspirin 325mg (N02BA),2015-06-14,2
Aspirin 325mg (N02BA),2015-06-15,5
Aspirin 325mg (N02BA),2015-06-16,4
Aspirin 325mg (N02BA),2015-06-17,9
Aspirin 325mg (N02BA),2015-06-18,7
Aspirin 325mg (N02BA),2015-06-19,3
Aspirin 325mg (N02BA),2015-06-20,3
Aspirin 325mg (N02BA),2015-06-21,5
Aspirin 325mg (N02BA),2015-06-22,10
Aspirin 325mg (N02BA),2015-06-23,4
Aspirin 325mg (N02BA),2015-06-24,7
Aspirin 325mg (N02BA),2015-06-25,6
Aspirin 325mg (N02BA),2015-06-26,2
Aspirin 325mg (N02BA),2015-06-27,6
Aspirin 325mg (N02BA),2015-06-28,7
Aspirin 325mg (N02BA),2015-06-29,4
Aspirin 325mg (N02BA),2015-06-30,6
Aspirin 325mg (N02BA),2015-07-01,5
Aspirin 325mg (N02BA),2015-07-02,1
Aspirin 325mg (N02BA),2015-07-03,4
Aspirin 325mg (N02BA),2015-07-04,4
Aspirin 325mg (N02BA),2015-07-05,4
Aspirin 325mg (N02BA),2015-07-06,2
Aspirin 325mg (N02BA),2015-07-07,2
Aspirin 325mg (N02BA),2015-07-08,3
Aspirin 325mg (N02BA),2015-07-09,2
Aspirin 325mg (N02BA),2015-07-10,5
Aspirin 325mg (N02BA),2015-07-11,5
Aspirin 325mg (N02BA),2015-07-12,5
Aspirin 325mg (N02BA),2015-07-13,8
Aspirin 325mg (N02BA),2015-07-14,5
Aspirin 325mg (N02BA),2015-07-15,4
Aspirin 325mg (N02BA),2015-07-16,1
Aspirin 325mg (N02BA),2015-07-17,1
Aspirin 325mg (N02BA),2015-07-18,2
Aspirin 325mg (N02BA),2015-07-19,2
Aspirin 325mg (N02BA),2015-07-20,5
Aspirin 325mg (N02BA),2015-07-21,3
Aspirin 325mg (N02BA),2015-07-22,5
Aspirin 325mg (N02BA),2015-07-23,3
Aspirin 325mg (N02BA),2015-07-24,4
Aspirin 325mg (N02BA),2015-07-25,5
Aspirin 325mg (N02BA),2015-07-26,3
Aspirin 325mg (N02BA),2015-07-27,7
Aspirin 325mg (N02BA),2015-07-28,1
Aspirin 325mg (N02BA),2015-07-29,4
Aspirin 325mg (N02BA),2015-07-30,14
Aspirin 325mg (N02BA),2015-07-31,6
Aspirin 325mg (N02BA),2015-08-01,4
Aspirin 325mg (N02BA),2015-08-02,4
Aspirin 325mg (N02BA),2015-08-03,2
Aspirin 325mg (N02BA),2015-08-04,3
Aspirin 325mg (N02BA),2015-08-05,4
Aspirin 325mg (N02BA),2015-08-06,8
Aspirin 325mg (N02BA),2015-08-07,6
Aspirin 325mg (N02BA),2015-08-08,7
Aspirin 325mg (N02BA),2015-08-09,2
Aspirin 325mg (N02BA),2015-08-10,4
Aspirin 325mg (N02BA),2015-08-11,7
Aspirin 325mg (N02BA),2015-08-12,4
Aspirin 325mg (N02BA),2015-08-13,6
Aspirin 325mg (N02BA),2015-08-14,4
Aspirin 325mg (N02BA),2015-08-15,6
Aspirin 325mg (N02BA),2015-08-16,2
Aspirin 325mg (N02BA),2015-08-17,3
Aspirin 325mg (N02BA),2015-08-18,3
Aspirin 325mg (N02BA),2015-08-19,8
Aspirin 325mg (N02BA),2015-08-20,5
Aspirin 325mg (N02BA),2015-08-21,3
Aspirin 325mg (N02BA),2015-08-22,4
Aspirin 325mg (N02BA),2015-08-23,3
Aspirin 325mg (N02BA),2015-08-24,3
Aspirin 325mg (N02BA),2015-08-25,4
Aspirin 325mg (N02BA),2015-08-26,7
Aspirin 325mg (N02BA),2015-08-27,4
Aspirin 325mg (N02BA),2015-08-28,1
Aspirin 325mg (N02BA),2015-08-29,4
Aspirin 325mg (N02BA),2015-08-30,4
Aspirin 325mg (N02BA),2015-08-31,3
Aspirin 325mg (N02BA),2015-09-01,4
Aspirin 325mg (N02BA),2015-09-02,3
Aspirin 325mg (N02BA),2015-09-03,2
Aspirin 325mg (N02BA),2015-09-04,3
Aspirin 325mg (N02BA),2015-09-05,3
Aspirin 325mg (N02BA),2015-09-06,6
Aspirin 325mg (N02BA),2015-09-07,2
Aspirin 325mg (N02BA),2015-09-08,5
Aspirin 325mg (N02BA),2015-09-09,1
Aspirin 325mg (N02BA),2015-09-10,4
Aspirin 325mg (N02BA),2015-09-11,9
Aspirin 325mg (N02BA),2015-09-12,5
Aspirin 325mg (N02BA),2015-09-13,7
Aspirin 325mg (N02BA),2015-09-14,1
Aspirin 325mg (N02BA),2015-09-15,4
Aspirin 325mg (N02BA),2015-09-16,2
Aspirin 325mg (N02BA),2015-09-18,3
Aspirin 325mg (N02BA),2015-09-19,7
Aspirin 325mg (N02BA),2015-09-20,6
Aspirin 325mg (N02BA),2015-09-21,2
Aspirin 325mg (N02BA),2015-09-22,4
Aspirin 325mg (N02BA),2015-09-23,3
Aspirin 325mg (N02BA),2015-09-24,4
Aspirin 325mg (N02BA),2015-09-25,5
Aspirin 325mg (N02BA),2015-09-26,2
Aspirin 325mg (N02BA),2015-09-27,2
Aspirin 325mg (N02BA),2015-09-28,2
Aspirin 325mg (N02BA),2015-09-29,1
Aspirin 325mg (N02BA),2015-09-30,4
Aspirin 325mg (N02BA),2015-10-01,4
Aspirin 325mg (N02BA),2015-10-02,4
Aspirin 325mg (N02BA),2015-10-03,3
Aspirin 325mg (N02BA),2015-10-04,4
Aspirin 325mg (N02BA),2015-10-05,2
Aspirin 325mg (N02BA),2015-10-06,6
Aspirin 325mg (N02BA),2015-10-07,6
Aspirin 325mg (N02BA),2015-10-08,3
Aspirin 325mg (N02BA),2015-10-09,8
Aspirin 325mg (N02BA),2015-10-10,3
Aspirin 325mg (N02BA),2015-10-11,7
Aspirin 325mg (N02BA),2015-10-12,6
Aspirin 325mg (N02BA),2015-10-13,5
Aspirin 325mg (N02BA),2015-10-14,4
Aspirin 325mg (N02BA),2015-10-15,7
Aspirin 325mg (N02BA),2015-10-16,5
Aspirin 325mg (N02BA),2015-10-17,3
Aspirin 325mg (N02BA),2015-10-18,5
Aspirin 325mg (N02BA),2015-10-19,3
